Numeric,Year,available_indicators,total_indicators,coverage_rate,meets_80pct_coverage,Alpha-3 code,CountryName_CN
466,2002,34,34,1.0,True,MLI,马里
466,2003,34,34,1.0,True,MLI,马里
466,2004,34,34,1.0,True,MLI,马里
466,2005,34,34,1.0,True,MLI,马里
466,2006,34,34,1.0,True,MLI,马里
466,2007,34,34,1.0,True,MLI,马里
466,2008,34,34,1.0,True,MLI,马里
466,2009,34,34,1.0,True,MLI,马里
466,2010,34,34,1.0,True,MLI,马里
466,2011,34,34,1.0,True,MLI,马里
466,2012,34,34,1.0,True,MLI,马里
466,2013,34,34,1.0,True,MLI,马里
466,2014,34,34,1.0,True,MLI,马里
466,2015,34,34,1.0,True,MLI,马里
466,2016,34,34,1.0,True,MLI,马里
466,2017,34,34,1.0,True,MLI,马里
466,2018,34,34,1.0,True,MLI,马里
466,2019,34,34,1.0,True,MLI,马里
466,2020,34,34,1.0,True,MLI,马里
466,2021,34,34,1.0,True,MLI,马里
480,2001,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2002,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2003,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2004,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2005,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2006,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2007,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2008,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2009,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2010,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2011,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2012,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2013,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2014,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2015,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2016,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2017,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2018,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2019,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2020,33,34,0.9705882352941176,True,MUS,毛里求斯
480,2021,33,34,0.9705882352941176,True,MUS,毛里求斯
508,2001,34,34,1.0,True,MOZ,莫桑比克
508,2002,34,34,1.0,True,MOZ,莫桑比克
508,2003,34,34,1.0,True,MOZ,莫桑比克
508,2004,34,34,1.0,True,MOZ,莫桑比克
508,2005,34,34,1.0,True,MOZ,莫桑比克
508,2006,34,34,1.0,True,MOZ,莫桑比克
508,2007,34,34,1.0,True,MOZ,莫桑比克
508,2008,34,34,1.0,True,MOZ,莫桑比克
508,2009,34,34,1.0,True,MOZ,莫桑比克
508,2010,34,34,1.0,True,MOZ,莫桑比克
508,2011,34,34,1.0,True,MOZ,莫桑比克
508,2012,34,34,1.0,True,MOZ,莫桑比克
508,2013,34,34,1.0,True,MOZ,莫桑比克
508,2014,34,34,1.0,True,MOZ,莫桑比克
508,2015,34,34,1.0,True,MOZ,莫桑比克
508,2016,34,34,1.0,True,MOZ,莫桑比克
508,2017,34,34,1.0,True,MOZ,莫桑比克
508,2018,34,34,1.0,True,MOZ,莫桑比克
508,2019,34,34,1.0,True,MOZ,莫桑比克
508,2020,34,34,1.0,True,MOZ,莫桑比克
508,2021,34,34,1.0,True,MOZ,莫桑比克
516,2001,34,34,1.0,True,NAM,纳米比亚
516,2002,34,34,1.0,True,NAM,纳米比亚
516,2003,34,34,1.0,True,NAM,纳米比亚
516,2004,34,34,1.0,True,NAM,纳米比亚
516,2005,34,34,1.0,True,NAM,纳米比亚
516,2006,34,34,1.0,True,NAM,纳米比亚
516,2007,34,34,1.0,True,NAM,纳米比亚
516,2008,34,34,1.0,True,NAM,纳米比亚
516,2009,34,34,1.0,True,NAM,纳米比亚
516,2010,34,34,1.0,True,NAM,纳米比亚
516,2011,34,34,1.0,True,NAM,纳米比亚
516,2012,34,34,1.0,True,NAM,纳米比亚
516,2013,34,34,1.0,True,NAM,纳米比亚
516,2014,34,34,1.0,True,NAM,纳米比亚
516,2015,34,34,1.0,True,NAM,纳米比亚
516,2016,34,34,1.0,True,NAM,纳米比亚
516,2017,34,34,1.0,True,NAM,纳米比亚
516,2018,34,34,1.0,True,NAM,纳米比亚
516,2019,34,34,1.0,True,NAM,纳米比亚
516,2020,34,34,1.0,True,NAM,纳米比亚
516,2021,34,34,1.0,True,NAM,纳米比亚
562,2001,34,34,1.0,True,NER,尼日尔
562,2002,34,34,1.0,True,NER,尼日尔
562,2003,34,34,1.0,True,NER,尼日尔
562,2004,34,34,1.0,True,NER,尼日尔
562,2005,34,34,1.0,True,NER,尼日尔
562,2006,34,34,1.0,True,NER,尼日尔
562,2007,34,34,1.0,True,NER,尼日尔
562,2008,34,34,1.0,True,NER,尼日尔
562,2009,34,34,1.0,True,NER,尼日尔
562,2010,34,34,1.0,True,NER,尼日尔
562,2011,34,34,1.0,True,NER,尼日尔
562,2012,34,34,1.0,True,NER,尼日尔
562,2013,34,34,1.0,True,NER,尼日尔
562,2014,34,34,1.0,True,NER,尼日尔
562,2015,34,34,1.0,True,NER,尼日尔
562,2016,34,34,1.0,True,NER,尼日尔
562,2017,34,34,1.0,True,NER,尼日尔
562,2018,34,34,1.0,True,NER,尼日尔
562,2019,34,34,1.0,True,NER,尼日尔
562,2020,34,34,1.0,True,NER,尼日尔
562,2021,34,34,1.0,True,NER,尼日尔
566,2001,34,34,1.0,True,NGA,尼日利亚
566,2002,34,34,1.0,True,NGA,尼日利亚
566,2003,34,34,1.0,True,NGA,尼日利亚
566,2004,34,34,1.0,True,NGA,尼日利亚
566,2005,34,34,1.0,True,NGA,尼日利亚
566,2006,34,34,1.0,True,NGA,尼日利亚
566,2007,34,34,1.0,True,NGA,尼日利亚
566,2008,34,34,1.0,True,NGA,尼日利亚
566,2009,34,34,1.0,True,NGA,尼日利亚
566,2010,34,34,1.0,True,NGA,尼日利亚
566,2011,34,34,1.0,True,NGA,尼日利亚
566,2012,34,34,1.0,True,NGA,尼日利亚
566,2013,34,34,1.0,True,NGA,尼日利亚
566,2014,34,34,1.0,True,NGA,尼日利亚
566,2015,34,34,1.0,True,NGA,尼日利亚
566,2016,34,34,1.0,True,NGA,尼日利亚
566,2017,34,34,1.0,True,NGA,尼日利亚
566,2018,34,34,1.0,True,NGA,尼日利亚
566,2019,34,34,1.0,True,NGA,尼日利亚
566,2020,34,34,1.0,True,NGA,尼日利亚
566,2021,34,34,1.0,True,NGA,尼日利亚
624,2001,34,34,1.0,True,GNB,几内亚（比绍）
624,2002,34,34,1.0,True,GNB,几内亚（比绍）
624,2003,34,34,1.0,True,GNB,几内亚（比绍）
624,2004,34,34,1.0,True,GNB,几内亚（比绍）
624,2005,34,34,1.0,True,GNB,几内亚（比绍）
624,2006,34,34,1.0,True,GNB,几内亚（比绍）
624,2007,34,34,1.0,True,GNB,几内亚（比绍）
624,2008,34,34,1.0,True,GNB,几内亚（比绍）
624,2009,34,34,1.0,True,GNB,几内亚（比绍）
624,2010,34,34,1.0,True,GNB,几内亚（比绍）
624,2011,34,34,1.0,True,GNB,几内亚（比绍）
624,2012,34,34,1.0,True,GNB,几内亚（比绍）
624,2013,34,34,1.0,True,GNB,几内亚（比绍）
624,2014,34,34,1.0,True,GNB,几内亚（比绍）
624,2015,34,34,1.0,True,GNB,几内亚（比绍）
624,2016,34,34,1.0,True,GNB,几内亚（比绍）
624,2017,34,34,1.0,True,GNB,几内亚（比绍）
624,2018,34,34,1.0,True,GNB,几内亚（比绍）
624,2019,34,34,1.0,True,GNB,几内亚（比绍）
624,2020,34,34,1.0,True,GNB,几内亚（比绍）
624,2021,34,34,1.0,True,GNB,几内亚（比绍）
646,2001,34,34,1.0,True,RWA,卢旺达
646,2002,34,34,1.0,True,RWA,卢旺达
646,2003,34,34,1.0,True,RWA,卢旺达
646,2004,34,34,1.0,True,RWA,卢旺达
646,2005,34,34,1.0,True,RWA,卢旺达
646,2006,34,34,1.0,True,RWA,卢旺达
646,2007,34,34,1.0,True,RWA,卢旺达
646,2008,34,34,1.0,True,RWA,卢旺达
646,2009,34,34,1.0,True,RWA,卢旺达
646,2010,34,34,1.0,True,RWA,卢旺达
646,2011,34,34,1.0,True,RWA,卢旺达
646,2012,34,34,1.0,True,RWA,卢旺达
646,2013,34,34,1.0,True,RWA,卢旺达
646,2014,34,34,1.0,True,RWA,卢旺达
646,2015,34,34,1.0,True,RWA,卢旺达
646,2016,34,34,1.0,True,RWA,卢旺达
646,2017,34,34,1.0,True,RWA,卢旺达
646,2018,34,34,1.0,True,RWA,卢旺达
646,2019,34,34,1.0,True,RWA,卢旺达
646,2020,34,34,1.0,True,RWA,卢旺达
646,2021,34,34,1.0,True,RWA,卢旺达
678,2001,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2002,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2003,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2004,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2005,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2006,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2007,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2008,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2009,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2010,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2011,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2012,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2013,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2014,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2015,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2016,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2017,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2018,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2019,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2020,33,34,0.9705882352941176,True,STP,圣多美和普林西比
678,2021,33,34,0.9705882352941176,True,STP,圣多美和普林西比
686,2001,34,34,1.0,True,SEN,塞内加尔
686,2002,34,34,1.0,True,SEN,塞内加尔
686,2003,34,34,1.0,True,SEN,塞内加尔
686,2004,34,34,1.0,True,SEN,塞内加尔
686,2005,34,34,1.0,True,SEN,塞内加尔
686,2006,34,34,1.0,True,SEN,塞内加尔
686,2007,34,34,1.0,True,SEN,塞内加尔
686,2008,34,34,1.0,True,SEN,塞内加尔
686,2009,34,34,1.0,True,SEN,塞内加尔
686,2010,34,34,1.0,True,SEN,塞内加尔
686,2011,34,34,1.0,True,SEN,塞内加尔
686,2012,34,34,1.0,True,SEN,塞内加尔
686,2013,34,34,1.0,True,SEN,塞内加尔
686,2014,34,34,1.0,True,SEN,塞内加尔
686,2015,34,34,1.0,True,SEN,塞内加尔
686,2016,34,34,1.0,True,SEN,塞内加尔
686,2017,34,34,1.0,True,SEN,塞内加尔
686,2018,34,34,1.0,True,SEN,塞内加尔
686,2019,34,34,1.0,True,SEN,塞内加尔
686,2020,34,34,1.0,True,SEN,塞内加尔
686,2021,34,34,1.0,True,SEN,塞内加尔
690,2001,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2002,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2003,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2004,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2005,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2006,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2007,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2008,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2009,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2010,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2011,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2012,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2013,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2014,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2015,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2016,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2017,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2018,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2019,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2020,29,34,0.8529411764705882,True,SYC,塞舌尔
690,2021,29,34,0.8529411764705882,True,SYC,塞舌尔
694,2001,34,34,1.0,True,SLE,塞拉利昂
694,2002,34,34,1.0,True,SLE,塞拉利昂
694,2003,34,34,1.0,True,SLE,塞拉利昂
694,2004,34,34,1.0,True,SLE,塞拉利昂
694,2005,34,34,1.0,True,SLE,塞拉利昂
694,2006,34,34,1.0,True,SLE,塞拉利昂
694,2007,34,34,1.0,True,SLE,塞拉利昂
694,2008,34,34,1.0,True,SLE,塞拉利昂
694,2009,34,34,1.0,True,SLE,塞拉利昂
694,2010,34,34,1.0,True,SLE,塞拉利昂
694,2011,34,34,1.0,True,SLE,塞拉利昂
694,2012,34,34,1.0,True,SLE,塞拉利昂
694,2013,34,34,1.0,True,SLE,塞拉利昂
694,2014,34,34,1.0,True,SLE,塞拉利昂
694,2015,34,34,1.0,True,SLE,塞拉利昂
694,2016,34,34,1.0,True,SLE,塞拉利昂
694,2017,34,34,1.0,True,SLE,塞拉利昂
694,2018,34,34,1.0,True,SLE,塞拉利昂
694,2019,34,34,1.0,True,SLE,塞拉利昂
694,2020,34,34,1.0,True,SLE,塞拉利昂
694,2021,34,34,1.0,True,SLE,塞拉利昂
710,2001,34,34,1.0,True,ZAF,南非
710,2002,34,34,1.0,True,ZAF,南非
710,2003,34,34,1.0,True,ZAF,南非
710,2004,34,34,1.0,True,ZAF,南非
710,2005,34,34,1.0,True,ZAF,南非
710,2006,34,34,1.0,True,ZAF,南非
710,2007,34,34,1.0,True,ZAF,南非
710,2008,34,34,1.0,True,ZAF,南非
710,2009,34,34,1.0,True,ZAF,南非
710,2010,34,34,1.0,True,ZAF,南非
710,2011,34,34,1.0,True,ZAF,南非
710,2012,34,34,1.0,True,ZAF,南非
710,2013,34,34,1.0,True,ZAF,南非
710,2014,34,34,1.0,True,ZAF,南非
710,2015,34,34,1.0,True,ZAF,南非
710,2016,34,34,1.0,True,ZAF,南非
710,2017,34,34,1.0,True,ZAF,南非
710,2018,34,34,1.0,True,ZAF,南非
710,2019,34,34,1.0,True,ZAF,南非
710,2020,34,34,1.0,True,ZAF,南非
710,2021,34,34,1.0,True,ZAF,南非
716,2001,34,34,1.0,True,ZWE,津巴布韦
716,2002,34,34,1.0,True,ZWE,津巴布韦
716,2003,34,34,1.0,True,ZWE,津巴布韦
716,2004,34,34,1.0,True,ZWE,津巴布韦
716,2005,34,34,1.0,True,ZWE,津巴布韦
716,2006,34,34,1.0,True,ZWE,津巴布韦
716,2007,34,34,1.0,True,ZWE,津巴布韦
716,2008,34,34,1.0,True,ZWE,津巴布韦
716,2009,34,34,1.0,True,ZWE,津巴布韦
716,2010,34,34,1.0,True,ZWE,津巴布韦
716,2011,34,34,1.0,True,ZWE,津巴布韦
716,2012,34,34,1.0,True,ZWE,津巴布韦
716,2013,34,34,1.0,True,ZWE,津巴布韦
716,2014,34,34,1.0,True,ZWE,津巴布韦
716,2015,34,34,1.0,True,ZWE,津巴布韦
716,2016,34,34,1.0,True,ZWE,津巴布韦
716,2017,34,34,1.0,True,ZWE,津巴布韦
716,2018,34,34,1.0,True,ZWE,津巴布韦
716,2019,34,34,1.0,True,ZWE,津巴布韦
716,2020,34,34,1.0,True,ZWE,津巴布韦
716,2021,34,34,1.0,True,ZWE,津巴布韦
748,2001,34,34,1.0,True,SWZ,斯威士兰
748,2002,34,34,1.0,True,SWZ,斯威士兰
748,2003,34,34,1.0,True,SWZ,斯威士兰
748,2004,34,34,1.0,True,SWZ,斯威士兰
748,2005,34,34,1.0,True,SWZ,斯威士兰
748,2006,34,34,1.0,True,SWZ,斯威士兰
748,2007,34,34,1.0,True,SWZ,斯威士兰
748,2008,34,34,1.0,True,SWZ,斯威士兰
748,2009,34,34,1.0,True,SWZ,斯威士兰
748,2010,34,34,1.0,True,SWZ,斯威士兰
748,2011,34,34,1.0,True,SWZ,斯威士兰
748,2012,34,34,1.0,True,SWZ,斯威士兰
748,2013,34,34,1.0,True,SWZ,斯威士兰
748,2014,34,34,1.0,True,SWZ,斯威士兰
748,2015,34,34,1.0,True,SWZ,斯威士兰
748,2016,34,34,1.0,True,SWZ,斯威士兰
748,2017,34,34,1.0,True,SWZ,斯威士兰
748,2018,34,34,1.0,True,SWZ,斯威士兰
748,2019,34,34,1.0,True,SWZ,斯威士兰
748,2020,34,34,1.0,True,SWZ,斯威士兰
748,2021,34,34,1.0,True,SWZ,斯威士兰
768,2001,34,34,1.0,True,TGO,多哥
768,2002,34,34,1.0,True,TGO,多哥
768,2003,34,34,1.0,True,TGO,多哥
768,2004,34,34,1.0,True,TGO,多哥
768,2005,34,34,1.0,True,TGO,多哥
768,2006,34,34,1.0,True,TGO,多哥
768,2007,34,34,1.0,True,TGO,多哥
768,2008,34,34,1.0,True,TGO,多哥
768,2009,34,34,1.0,True,TGO,多哥
768,2010,34,34,1.0,True,TGO,多哥
768,2011,34,34,1.0,True,TGO,多哥
768,2012,34,34,1.0,True,TGO,多哥
768,2013,34,34,1.0,True,TGO,多哥
768,2014,34,34,1.0,True,TGO,多哥
768,2015,34,34,1.0,True,TGO,多哥
768,2016,34,34,1.0,True,TGO,多哥
768,2017,34,34,1.0,True,TGO,多哥
768,2018,34,34,1.0,True,TGO,多哥
768,2019,34,34,1.0,True,TGO,多哥
768,2020,34,34,1.0,True,TGO,多哥
768,2021,34,34,1.0,True,TGO,多哥
800,2001,34,34,1.0,True,UGA,乌干达
800,2002,34,34,1.0,True,UGA,乌干达
800,2003,34,34,1.0,True,UGA,乌干达
800,2004,34,34,1.0,True,UGA,乌干达
800,2005,34,34,1.0,True,UGA,乌干达
800,2006,34,34,1.0,True,UGA,乌干达
800,2007,34,34,1.0,True,UGA,乌干达
800,2008,34,34,1.0,True,UGA,乌干达
800,2009,34,34,1.0,True,UGA,乌干达
800,2010,34,34,1.0,True,UGA,乌干达
800,2011,34,34,1.0,True,UGA,乌干达
800,2012,34,34,1.0,True,UGA,乌干达
800,2013,34,34,1.0,True,UGA,乌干达
800,2014,34,34,1.0,True,UGA,乌干达
800,2015,34,34,1.0,True,UGA,乌干达
800,2016,34,34,1.0,True,UGA,乌干达
800,2017,34,34,1.0,True,UGA,乌干达
800,2018,34,34,1.0,True,UGA,乌干达
800,2019,34,34,1.0,True,UGA,乌干达
800,2020,34,34,1.0,True,UGA,乌干达
800,2021,34,34,1.0,True,UGA,乌干达
834,2001,34,34,1.0,True,TZA,坦桑尼亚
834,2002,34,34,1.0,True,TZA,坦桑尼亚
834,2003,34,34,1.0,True,TZA,坦桑尼亚
834,2004,34,34,1.0,True,TZA,坦桑尼亚
834,2005,34,34,1.0,True,TZA,坦桑尼亚
834,2006,34,34,1.0,True,TZA,坦桑尼亚
834,2007,34,34,1.0,True,TZA,坦桑尼亚
834,2008,34,34,1.0,True,TZA,坦桑尼亚
834,2009,34,34,1.0,True,TZA,坦桑尼亚
834,2010,34,34,1.0,True,TZA,坦桑尼亚
834,2011,34,34,1.0,True,TZA,坦桑尼亚
834,2012,34,34,1.0,True,TZA,坦桑尼亚
834,2013,34,34,1.0,True,TZA,坦桑尼亚
834,2014,34,34,1.0,True,TZA,坦桑尼亚
834,2015,34,34,1.0,True,TZA,坦桑尼亚
834,2016,34,34,1.0,True,TZA,坦桑尼亚
834,2017,34,34,1.0,True,TZA,坦桑尼亚
834,2018,34,34,1.0,True,TZA,坦桑尼亚
834,2019,34,34,1.0,True,TZA,坦桑尼亚
834,2020,34,34,1.0,True,TZA,坦桑尼亚
834,2021,34,34,1.0,True,TZA,坦桑尼亚
854,2001,34,34,1.0,True,BFA,布基纳法索
854,2002,34,34,1.0,True,BFA,布基纳法索
854,2003,34,34,1.0,True,BFA,布基纳法索
854,2004,34,34,1.0,True,BFA,布基纳法索
854,2005,34,34,1.0,True,BFA,布基纳法索
854,2006,34,34,1.0,True,BFA,布基纳法索
854,2007,34,34,1.0,True,BFA,布基纳法索
854,2008,34,34,1.0,True,BFA,布基纳法索
854,2009,34,34,1.0,True,BFA,布基纳法索
854,2010,34,34,1.0,True,BFA,布基纳法索
854,2011,34,34,1.0,True,BFA,布基纳法索
854,2012,34,34,1.0,True,BFA,布基纳法索
854,2013,34,34,1.0,True,BFA,布基纳法索
854,2014,34,34,1.0,True,BFA,布基纳法索
854,2015,34,34,1.0,True,BFA,布基纳法索
854,2016,34,34,1.0,True,BFA,布基纳法索
854,2017,34,34,1.0,True,BFA,布基纳法索
854,2018,34,34,1.0,True,BFA,布基纳法索
854,2019,34,34,1.0,True,BFA,布基纳法索
854,2020,34,34,1.0,True,BFA,布基纳法索
854,2021,34,34,1.0,True,BFA,布基纳法索
894,2001,34,34,1.0,True,ZMB,赞比亚
894,2002,34,34,1.0,True,ZMB,赞比亚
894,2003,34,34,1.0,True,ZMB,赞比亚
894,2004,34,34,1.0,True,ZMB,赞比亚
894,2005,34,34,1.0,True,ZMB,赞比亚
894,2006,34,34,1.0,True,ZMB,赞比亚
894,2007,34,34,1.0,True,ZMB,赞比亚
894,2008,34,34,1.0,True,ZMB,赞比亚
894,2009,34,34,1.0,True,ZMB,赞比亚
894,2010,34,34,1.0,True,ZMB,赞比亚
894,2011,34,34,1.0,True,ZMB,赞比亚
894,2012,34,34,1.0,True,ZMB,赞比亚
894,2013,34,34,1.0,True,ZMB,赞比亚
894,2014,34,34,1.0,True,ZMB,赞比亚
894,2015,34,34,1.0,True,ZMB,赞比亚
894,2016,34,34,1.0,True,ZMB,赞比亚
894,2017,34,34,1.0,True,ZMB,赞比亚
894,2018,34,34,1.0,True,ZMB,赞比亚
894,2019,34,34,1.0,True,ZMB,赞比亚
894,2020,34,34,1.0,True,ZMB,赞比亚
894,2021,34,34,1.0,True,ZMB,赞比亚
